,sumValue,contrast,dissimilarity,homogeneity,ASM,energy,hue,value,saturaton,path,label
0,78.38367176906169,412.32358870967744,11.59173387096774,0.15558075952257389,0.001367797216441207,0.03698374259645996,90.853515625,54.087890625,135.0361328125,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (1).JPG,0
1,107.76363022838457,600.4022177419354,14.192540322580642,0.14344176954277546,0.0015608740894901144,0.03950789907714803,72.970703125,62.05859375,159.5615234375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (10).JPG,0
2,80.30566605165541,582.6784274193549,14.162298387096774,0.1742486572296753,0.0019307687304890738,0.04394051354375679,77.5546875,49.791015625,150.990234375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (100).JPG,0
3,92.36341266973628,408.55241935483866,12.17741935483871,0.145949236749874,0.0013901534859521332,0.037284762114731716,76.9404296875,62.466796875,145.73046875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (1000).JPG,0
4,108.2266141020775,698.5604838709677,16.943548387096772,0.13468849973179936,0.0012072385535900102,0.03474533858793162,64.431640625,93.595703125,128.6748046875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (101).JPG,0
5,100.43405796840034,771.1512096774193,16.645161290322577,0.14805184954391865,0.0013515381113423518,0.03676327122744046,63.9931640625,73.9716796875,165.2138671875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (102).JPG,0
6,100.05498488331304,651.1159274193548,15.059475806451612,0.14294107795689717,0.0013108903485952131,0.036206219750137034,80.7587890625,51.349609375,142.978515625,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (103).JPG,0
7,268.38964212502685,504.05141129032256,13.833669354838708,0.17818415158338058,0.0013657648283038502,0.03695625560448258,70.1923828125,71.1171875,150.3837890625,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (104).JPG,0
8,143.69063991784571,806.1391129032259,19.22782258064516,0.09944072118916608,0.0011767527315296564,0.034303829691882164,58.1005859375,83.4814453125,143.341796875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (105).JPG,0
9,150.5954846600654,739.5483870967741,18.276209677419352,0.10297906758813609,0.0011991090010405826,0.034628153301043685,66.2626953125,65.1201171875,121.1435546875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (106).JPG,0
10,208.7965516956638,823.1683467741935,17.811491935483872,0.11657873964490169,0.0013149551248699271,0.036262309977026105,66.55078125,73.8525390625,161.5009765625,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (107).JPG,0
11,105.77806956075536,498.851814516129,13.039314516129032,0.15422838541276648,0.0015141291623309051,0.03891181263229593,79.7060546875,48.2705078125,155.0078125,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (108).JPG,0
12,130.3073290340954,773.3397177419355,15.494959677419356,0.13920447418893,0.0014470603537981269,0.03804024650022824,66.30078125,55.490234375,128.521484375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (109).JPG,0
13,84.17838202293983,363.03830645161287,10.719758064516128,0.17056410502350852,0.0015181939386056187,0.03896400824614453,82.822265625,55.9248046875,142.7490234375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (11).JPG,0
14,93.94147114027967,563.8125,13.754032258064516,0.15406535046330158,0.0014551899063475545,0.038146951468597784,76.1474609375,55.8154296875,143.88671875,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (110).JPG,0
15,88.87631855561975,376.08870967741933,11.469758064516128,0.14521957965973026,0.0013230846774193547,0.03637423095296112,77.0498046875,50.3505859375,153.8427734375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (111).JPG,0
16,152.37125713204574,725.8719758064516,15.505040322580644,0.12995118766255942,0.0013576352757544226,0.036846102585679566,73.4853515625,50.7314453125,145.9443359375,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (112).JPG,0
17,80.39900496896712,421.76310483870964,11.692540322580644,0.1475895950192604,0.001438930801248699,0.03793324137545721,75.8720703125,52.8525390625,151.7900390625,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (113).JPG,0
18,107.15409464878138,724.9314516129032,16.141129032258064,0.11969357532770632,0.0012783721383975025,0.03575433034469395,76.951171875,56.9228515625,148.4853515625,C:/Users/Sarita/Documents/next/potato/Potato___Early_blight/e (114).JPG,0
